,NK,population,softmax param,mutation rate,results
105,"(40, 20)",50,0.1,0.07,"[[17.92713   13.30991   15.098628  ... 18.083633  18.412758  18.543068 ]
 [13.344256  13.344256  14.196906  ... 16.133564  12.880384  20.177612 ]
 [14.320183  18.057056  15.40276   ... 15.668367  15.668367  18.918058 ]
 ...
 [16.174084  17.130388  14.1366415 ... 13.460572  13.460572  17.863716 ]
 [11.861989  12.750275  18.230848  ... 15.245141  11.672576  19.868778 ]
 [19.28718   19.534397  19.534397  ... 19.62903   19.62903   21.063477 ]]"
106,"(40, 20)",50,0.1,0.03,"[[15.614303  13.088202  11.41383   ... 14.500038  14.500038  14.577363 ]
 [13.344256  13.344256  12.251954  ... 13.878515  14.994997  14.715588 ]
 [15.675819  15.29624   10.827063  ... 14.233441  15.282278  21.962461 ]
 ...
 [16.174084  16.174084  14.036583  ... 15.632481  14.074373  15.082532 ]
 [12.6553135 13.017087  14.00417   ... 10.884758  12.09578   16.588366 ]
 [19.28718   18.411901  17.281746  ... 14.0952835 15.483014  15.483014 ]]"
107,"(40, 20)",50,0.1,0.01,"[[15.614303  10.89583   16.97435   ... 12.739941  12.488787  10.347773 ]
 [13.858755  12.389082  15.3201065 ... 17.094292  14.198286  13.355816 ]
 [16.48756   20.3765    20.3765    ... 12.90764   16.394882  13.190728 ]
 ...
 [18.13575   19.823862  17.16027   ... 13.007537  12.037085  10.700546 ]
 [13.435021  11.880151  11.146613  ... 12.318722  11.438704  10.89135  ]
 [18.276981  19.73468   14.3246975 ... 17.11259   16.192245  14.052563 ]]"
108,"(40, 20)",50,0.01,0.1,"[[17.92713   16.574804  10.822311  ... 13.924093  14.46964   16.749912 ]
 [ 6.7826657 10.95529   14.122828  ...  9.296392  14.512072  12.915838 ]
 [15.51778   17.570843  12.502817  ... 11.863071  13.012951  11.541937 ]
 ...
 [16.174084  17.130388  10.329072  ... 11.975151   8.432959   8.203475 ]
 [ 7.107732  18.615578  12.479585  ... 17.13269   18.065428  18.065428 ]
 [19.28718   19.119581  16.584566  ...  9.644073  12.067961  13.386769 ]]"
109,"(40, 20)",50,0.01,0.07,"[[17.92713   14.603803  10.834502  ... 20.843168  20.843168  20.843168 ]
 [ 8.328356  10.95529   14.122828  ... 18.817284  15.367598  10.245726 ]
 [15.51778   14.538747  11.243648  ... 12.892361  13.448219  13.830759 ]
 ...
 [16.174084  17.130388  10.329072  ... 12.246628   9.294994  10.781799 ]
 [14.28429   15.577058  15.577058  ... 13.752594  13.752594  13.752594 ]
 [19.28718   12.551108  17.288877  ...  9.8396015  8.992258  11.509058 ]]"
110,"(40, 20)",50,0.01,0.03,"[[17.622145  14.991496  12.055826  ... 12.054543   6.9322515  9.302003 ]
 [ 8.328356  10.95529   11.876659  ... 14.412221  12.085049  12.085049 ]
 [15.880626  14.538747  14.652582  ... 13.891026  13.317647  13.152071 ]
 ...
 [16.174084  19.823862  13.999263  ...  9.98892   13.935507  12.192724 ]
 [12.6553135  9.516363  11.499431  ... 15.291251  13.71774   15.006551 ]
 [19.28718   14.927414  14.429889  ... 16.499279  12.042416  13.356368 ]]"
111,"(40, 20)",50,0.01,0.01,"[[17.622145  11.581015  16.22474   ... 12.616563  11.217584  12.799262 ]
 [12.6580305 11.677923  11.377535  ... 12.148962  10.699472   9.708447 ]
 [16.48756   14.467497  13.849485  ... 16.28244   13.448117  13.271567 ]
 ...
 [18.13575   22.281525  11.963096  ...  8.487163  10.216488  12.008289 ]
 [ 9.4382925 11.840259  13.052931  ... 10.611148  12.041775   9.527221 ]
 [18.276981  16.924774  12.072932  ... 16.91449   11.3876915 11.468937 ]]"
112,"(40, 20)",100,10.0,0.1,"[[16.566093 17.663994 19.552856 ... 27.44489  27.44489  27.44489 ]
 [12.377106 17.29509  17.29509  ... 28.208117 28.208117 28.208117]
 [23.719883 23.719883 24.351656 ... 24.351656 24.351656 24.351656]
 ...
 [16.925938 17.248693 17.248693 ... 30.91545  30.91545  30.91545 ]
 [13.113335 18.867632 18.867632 ... 23.937544 23.937544 23.937544]
 [17.406109 19.807316 20.09285  ... 25.42729  25.42729  25.42729 ]]"
113,"(40, 20)",100,10.0,0.07,"[[16.566093 17.663994 19.552856 ... 27.623528 27.623528 27.623528]
 [11.853815 13.183666 14.26942  ... 26.684652 26.684652 26.684652]
 [23.719883 23.719883 24.351656 ... 24.351656 25.518959 25.518959]
 ...
 [19.823862 19.823862 19.823862 ... 27.911678 27.911678 27.911678]
 [13.113335 18.867632 18.867632 ... 23.759167 23.759167 23.759167]
 [18.411901 21.393997 24.511217 ... 24.511217 24.511217 24.511217]]"
114,"(40, 20)",100,10.0,0.03,"[[16.606955 18.821993 22.195168 ... 24.505026 24.505026 24.505026]
 [13.392352 17.318785 17.318785 ... 27.09108  27.09108  27.09108 ]
 [23.719883 24.351656 24.351656 ... 25.518959 25.518959 25.518959]
 ...
 [19.823862 19.823862 19.823862 ... 29.782452 29.782452 29.782452]
 [12.069942 17.886196 17.886196 ... 31.634968 31.634968 31.634968]
 [18.411901 21.393997 26.437538 ... 28.890333 28.890333 28.890333]]"
115,"(40, 20)",100,10.0,0.01,"[[19.205837 24.505026 24.505026 ... 17.436926 22.25938  22.25938 ]
 [13.392352 17.525497 17.525497 ... 25.7925   25.7925   25.7925  ]
 [22.237274 22.307716 22.237274 ... 27.194492 28.312119 28.312119]
 ...
 [16.174084 20.492813 20.492813 ... 19.277994 19.277994 18.232029]
 [14.286064 20.898205 20.898205 ... 25.585007 25.585007 25.585007]
 [15.907018 16.530104 20.338497 ... 23.616404 23.616404 25.700005]]"
116,"(40, 20)",100,1.0,0.1,"[[13.453077  17.552074  21.838114  ... 28.19413   28.19413   28.19413  ]
 [12.786866  15.0182495 16.85871   ... 25.448597  25.448597  25.448597 ]
 [23.719883  23.719883  24.351656  ... 25.518959  25.518959  25.518959 ]
 ...
 [16.925938  20.492813  20.492813  ... 22.490408  22.490408  22.490408 ]
 [19.17868   24.06829   24.06829   ... 25.57392   25.57392   25.57392  ]
 [20.017351  25.42729   25.42729   ... 25.42729   25.42729   25.42729  ]]"
117,"(40, 20)",100,1.0,0.07,"[[13.453077 20.67943  22.65789  ... 25.954582 25.954582 25.954582]
 [12.786866 17.02523  26.37067  ... 29.197548 29.197548 29.197548]
 [23.719883 23.719883 24.351656 ... 24.74505  25.445265 25.445265]
 ...
 [19.823862 19.823862 19.823862 ... 29.782452 29.782452 29.782452]
 [19.17868  19.17868  24.06829  ... 25.57392  25.57392  25.57392 ]
 [20.017351 21.571388 28.609653 ... 29.976524 29.976524 29.976524]]"
118,"(40, 20)",100,1.0,0.03,"[[13.453077 16.334532 19.41966  ... 27.891657 27.891657 27.891657]
 [14.80788  17.408134 17.408134 ... 27.666504 27.666504 27.666504]
 [23.719883 24.351656 24.351656 ... 25.518959 25.518959 25.518959]
 ...
 [19.823862 19.823862 19.823862 ... 31.28231  31.28231  31.28231 ]
 [19.17868  19.17868  24.06829  ... 31.138052 31.138052 31.138052]
 [18.411901 19.850607 22.40908  ... 29.976524 29.976524 29.976524]]"
119,"(40, 20)",100,1.0,0.01,"[[13.453077 17.552074 21.838114 ... 22.027794 24.591698 24.591698]
 [14.80788  19.55162  19.55162  ... 19.767418 19.767418 20.733952]
 [17.248653 19.414951 19.616365 ... 29.826752 29.826752 29.826752]
 ...
 [16.174084 20.492813 20.492813 ... 24.637291 24.637291 22.643059]
 [11.567244 13.122753 16.887241 ... 25.25099  27.3956   23.729908]
 [18.74077  22.930788 22.930788 ... 19.40429  19.40429  20.097778]]"
120,"(40, 20)",100,0.1,0.1,"[[16.94753  17.552074 19.01199  ... 27.367832 26.912086 26.912086]
 [12.455814 12.7498   17.606989 ... 29.896011 29.896011 29.896011]
 [18.231037 19.656906 19.510092 ... 26.305525 22.486332 30.385485]
 ...
 [16.925938 16.925938 17.156754 ... 22.388485 20.828232 20.828232]
 [12.276683 14.686304 14.686304 ... 26.986021 26.986021 26.986021]
 [20.017351 18.226053 18.226053 ... 24.893715 24.893715 25.771101]]"
121,"(40, 20)",100,0.1,0.07,"[[16.94753  15.792149 15.792149 ... 23.57853  27.13123  27.13123 ]
 [12.455814 15.639367 10.803574 ... 24.644932 17.523197 17.523197]
 [18.231037 19.656906 19.510092 ... 15.71777  15.71777  15.71777 ]
 ...
 [19.823862 19.823862 19.823862 ... 16.721985 16.721985 15.96659 ]
 [12.276683 14.686304 14.686304 ... 17.826471 17.396175 17.396175]
 [20.017351 18.096836 18.885609 ... 15.39341  14.961878 16.753952]]"
122,"(40, 20)",100,0.1,0.03,"[[16.94753   15.204269  20.67943   ... 18.676283  20.022537  23.236979 ]
 [12.731812  13.844309  18.223785  ... 18.359867  17.61509   14.706908 ]
 [18.231037  18.231037  20.761038  ... 14.379602  16.453312  12.029279 ]
 ...
 [19.823862  20.492813  20.492813  ... 17.43729   17.136253  17.43729  ]
 [10.338464  13.42669   11.412385  ... 13.83831   15.545599  20.112518 ]
 [20.017351  17.752804  17.752804  ... 14.9685755 20.066935  20.066935 ]]"
123,"(40, 20)",100,0.1,0.01,"[[13.453077  15.4737835 17.321552  ... 16.122879  18.240234  18.8927   ]
 [10.873316  14.973518  14.527413  ... 14.478416  20.868559  26.154305 ]
 [18.231037  14.103822  18.623318  ... 16.055069  17.185661  17.185661 ]
 ...
 [16.174084  19.223776  17.753246  ... 12.216323  11.612289  12.938895 ]
 [10.338464  13.854731  13.221742  ... 22.436337  13.639109  13.455248 ]
 [20.017351  14.851906  17.09673   ... 13.837382  17.311434  15.758488 ]]"
124,"(40, 20)",100,0.01,0.1,"[[13.453077  15.792149  12.718136  ... 10.681963   9.240584   7.625782 ]
 [ 9.905258  15.955982  10.488005  ... 16.759457  12.279925  13.627653 ]
 [18.231037  15.448829  14.366024  ... 19.185358  16.834826  13.391234 ]
 ...
 [16.925938  16.174084  16.651665  ... 14.642063  21.760433  15.100108 ]
 [15.043097  12.307694  12.307694  ... 12.015565  14.775654  14.1172695]
 [20.017351  15.431903  18.840109  ... 18.068974  16.015099  13.753667 ]]"
125,"(40, 20)",100,0.01,0.07,"[[13.453077  15.792149  15.792149  ... 16.190035  12.669302  15.08379  ]
 [ 9.905258  15.955982  17.647594  ... 20.112814  14.153207  14.06048  ]
 [18.231037  15.448829  14.366024  ... 19.742622  15.8121195 16.967857 ]
 ...
 [19.823862  16.174084  16.651665  ...  9.817876   9.823757  15.949831 ]
 [15.043097  12.386864  12.796536  ... 15.4471855 14.186302  18.564411 ]
 [20.017351  17.468761  18.840109  ... 14.042832  11.286733  19.381824 ]]"
126,"(40, 20)",100,0.01,0.03,"[[13.545396  14.965798  10.7966795 ... 10.660223  13.35775   14.239613 ]
 [12.731812  15.955982  16.881783  ... 12.989162  15.029391  11.745947 ]
 [18.231037  13.555084  14.366024  ... 15.890097  17.111303  14.826433 ]
 ...
 [19.823862  15.619921  16.651665  ...  9.602167  18.593945   9.0723095]
 [15.043097  12.386864  10.2718    ... 15.450459  12.430915  12.569149 ]
 [20.017351  18.18326   17.752804  ... 12.894127  17.197094  13.888579 ]]"
127,"(40, 20)",100,0.01,0.01,"[[13.453077  13.864363  18.421776  ... 11.580192  14.641262  13.304871 ]
 [10.873316  14.903069  12.781021  ... 16.228113  17.30904   14.699129 ]
 [18.231037  14.100845  13.492846  ... 16.410086  12.545375  15.566856 ]
 ...
 [16.174084  18.831606  17.753246  ... 12.448139  17.925907  11.493458 ]
 [14.73736   12.665809  18.127108  ... 11.590422  14.446585  12.391245 ]
 [20.017351  15.469585  16.956259  ... 11.741735  11.1158085 13.913751 ]]"
128,"(40, 20)",200,10.0,0.1,"[[17.343151 18.264156 18.264156 ... 26.59269  26.59269  26.59269 ]
 [15.180354 17.978664 21.841532 ... 27.25808  27.25808  27.25808 ]
 [23.719883 24.163227 24.163227 ... 25.518959 25.518959 25.518959]
 ...
 [18.13575  18.13575  18.581867 ... 28.199211 28.199211 28.199211]
 [14.850515 17.807787 18.68672  ... 22.39505  22.39505  22.39505 ]
 [20.308723 20.308723 20.308723 ... 25.94248  25.94248  25.94248 ]]"
129,"(40, 20)",200,10.0,0.07,"[[17.343151 18.264156 18.264156 ... 26.59269  26.59269  26.59269 ]
 [15.180354 17.978664 21.354607 ... 27.25808  27.25808  27.25808 ]
 [23.719883 24.163227 24.163227 ... 25.518959 25.518959 25.518959]
 ...
 [18.939718 18.939718 18.939718 ... 24.474903 24.474903 24.474903]
 [14.850515 17.807787 18.68672  ... 27.116413 27.116413 27.116413]
 [20.308723 20.308723 20.308723 ... 29.182762 29.182762 29.182762]]"
130,"(40, 20)",200,10.0,0.03,"[[16.371145 19.798737 20.845284 ... 25.960663 25.960663 25.960663]
 [16.921722 21.32951  25.445435 ... 28.527826 28.527826 28.527826]
 [23.719883 24.351656 24.351656 ... 29.46368  29.46368  29.46368 ]
 ...
 [16.925938 19.823862 19.823862 ... 32.14174  32.14174  32.14174 ]
 [14.850515 17.807787 18.68672  ... 22.39505  22.39505  22.39505 ]
 [19.934004 21.216923 21.391369 ... 25.42729  25.42729  25.42729 ]]"
131,"(40, 20)",200,10.0,0.01,"[[16.47101  19.094566 19.34765  ... 27.603539 27.603539 27.603539]
 [16.921722 21.32951  21.896978 ... 28.527826 28.527826 28.527826]
 [23.719883 23.719883 24.163227 ... 29.46368  29.46368  29.46368 ]
 ...
 [19.002104 19.002104 19.002104 ... 24.921146 24.921146 24.921146]
 [13.5503   17.807787 18.68672  ... 27.116413 27.116413 27.116413]
 [19.32598  20.95229  21.391369 ... 26.80747  26.80747  26.80747 ]]"
132,"(40, 20)",200,1.0,0.1,"[[17.343151 18.264156 18.550037 ... 23.263168 23.263168 23.263168]
 [15.180354 17.978664 21.841532 ... 27.25808  27.25808  27.25808 ]
 [18.769161 22.067076 22.067076 ... 27.269064 27.269064 27.269064]
 ...
 [18.13575  19.967415 19.967415 ... 27.644478 27.644478 27.644478]
 [14.850515 15.729447 18.68672  ... 22.39505  22.39505  22.39505 ]
 [18.678535 23.325006 26.77375  ... 29.261898 29.261898 29.261898]]"
133,"(40, 20)",200,1.0,0.07,"[[16.290747 22.113552 22.849949 ... 29.821064 29.821064 29.821064]
 [15.180354 15.869969 15.853493 ... 29.474094 29.474094 29.474094]
 [18.769161 21.828451 27.950401 ... 28.711855 28.711855 28.711855]
 ...
 [18.939718 19.823862 19.823862 ... 32.14174  32.14174  32.14174 ]
 [14.850515 17.807787 27.545126 ... 27.545126 27.545126 27.545126]
 [19.534397 19.534397 25.935642 ... 28.609653 28.609653 28.609653]]"
134,"(40, 20)",200,1.0,0.03,"[[16.371145 26.84314  29.09348  ... 29.821064 29.821064 29.821064]
 [16.921722 21.32951  23.553047 ... 28.527826 28.527826 28.527826]
 [21.093023 21.093023 21.093023 ... 31.067297 31.067297 31.067297]
 ...
 [16.925938 17.130388 17.66296  ... 30.39357  30.39357  30.39357 ]
 [14.850515 15.729447 17.807787 ... 22.39505  22.39505  22.39505 ]
 [20.117962 20.117962 22.208675 ... 24.340183 24.340183 28.951977]]"
135,"(40, 20)",200,1.0,0.01,"[[14.64149   19.464725  19.464725  ... 28.19413   28.19413   28.19413  ]
 [16.921722  21.32951   21.896978  ... 25.656708  25.656708  25.656708 ]
 [21.093023  21.093023  21.953014  ... 26.13195   26.13195   26.13195  ]
 ...
 [19.002104  19.002104  19.823862  ... 32.14174   32.14174   32.14174  ]
 [13.940678  15.0130005 16.447903  ... 30.346756  30.346756  30.346756 ]
 [20.117962  20.117962  22.021408  ... 25.843771  25.843771  25.843771 ]]"
136,"(40, 20)",200,0.1,0.1,"[[17.343151  16.384727  19.448353  ... 25.626842  25.626842  25.626842 ]
 [10.292583  18.373909  18.373909  ... 27.268898  29.249012  29.368668 ]
 [18.769161  17.262278  21.923676  ... 28.088165  28.088165  28.088165 ]
 ...
 [18.13575   21.690582  17.248693  ... 27.475569  27.475569  27.475569 ]
 [13.1758995 18.068058  18.068058  ... 28.43435   28.43435   28.43435  ]
 [18.678535  18.678535  20.922922  ... 29.976524  29.976524  29.976524 ]]"
137,"(40, 20)",200,0.1,0.07,"[[16.290747  16.432518  21.261425  ... 31.702003  31.702003  31.702003 ]
 [10.292583  13.821203  14.899132  ... 20.817806  20.817806  23.067745 ]
 [18.769161  23.719883  17.406446  ... 18.390797  23.989315  19.509811 ]
 ...
 [16.925938  21.690582  21.555817  ... 33.80081   33.80081   33.80081  ]
 [13.1758995 12.1587105 11.266741  ... 21.79213   21.79213   20.378824 ]
 [19.534397  18.678535  17.813858  ... 28.338655  28.338655  28.338655 ]]"
138,"(40, 20)",200,0.1,0.03,"[[17.858269 20.35778  14.915638 ... 23.868578 28.692524 23.868578]
 [10.292583 14.856888 16.970348 ... 35.46575  35.46575  34.99038 ]
 [21.093023 22.909943 22.909943 ... 21.948687 17.520668 18.881226]
 ...
 [23.239735 21.690582 17.634365 ... 15.670456 16.590357 17.067886]
 [11.861989 13.921745 13.921745 ... 23.592846 25.72844  25.72844 ]
 [20.117962 20.17895  22.081295 ... 21.200016 17.121143 15.071554]]"
139,"(40, 20)",200,0.1,0.01,"[[17.858269 21.86988  16.826338 ... 15.301729 20.64998  20.64998 ]
 [11.896089 16.157164 18.766527 ... 15.944885 14.603701 16.55722 ]
 [21.093023 20.492502 18.951733 ... 17.553432 17.322426 21.219208]
 ...
 [19.002104 16.17848  14.463217 ... 13.894002 14.304032 20.314384]
 [18.615578 11.376611 17.163595 ... 15.418055 14.548246 14.046405]
 [20.117962 18.434393 16.688047 ... 15.285576 18.95985  19.572119]]"
140,"(40, 20)",200,0.01,0.1,"[[12.79991   18.960968  14.251005  ... 19.176867  27.008797  14.064358 ]
 [17.55272   15.428949  15.428949  ... 14.4955225 14.482302  15.468346 ]
 [17.262278  15.51778   20.448479  ... 16.167686  21.180586  20.650936 ]
 ...
 [18.13575   18.939718  16.174084  ... 20.152922  10.879443  14.253412 ]
 [10.443354  14.107262  13.374338  ... 14.408617  18.521187  18.521187 ]
 [18.678535  18.678535  17.28902   ... 17.396458  14.665979  16.778557 ]]"
141,"(40, 20)",200,0.01,0.07,"[[12.79991   13.9762535 17.536354  ... 13.152841  17.264545  12.534636 ]
 [17.55272   16.314949  14.930025  ... 13.244092  17.299152  19.577654 ]
 [17.262278  13.530692  18.846617  ... 18.7571    13.141596  17.333675 ]
 ...
 [18.939718  18.460056  19.823862  ... 11.765556  16.753502  19.150635 ]
 [ 8.700785  13.374338  24.771881  ... 18.340628  19.07581   14.863329 ]
 [19.534397  18.678535  17.377262  ... 17.130682  13.629822  24.94138  ]]"
142,"(40, 20)",200,0.01,0.03,"[[17.858269 19.823103 17.03831  ... 17.131428 13.088742 15.658648]
 [15.24341  15.0069   16.377163 ... 20.080553 15.879446 15.63801 ]
 [15.627821 14.182684 19.654442 ... 17.308804 23.44231  23.87542 ]
 ...
 [16.925938 17.333456 15.052047 ... 17.880665 19.314314 16.224953]
 [ 8.579708 11.847637 15.977819 ... 15.302252 20.394382 19.67786 ]
 [20.117962 18.566616 19.741844 ... 18.659294 15.558638 14.942103]]"
143,"(40, 20)",200,0.01,0.01,"[[17.858269  13.918243  14.5983715 ... 14.796877  16.436563  14.270601 ]
 [11.5540905 17.183178  18.581032  ... 12.422564  12.131914  13.394138 ]
 [15.627821  16.254671  17.243736  ... 14.303064  16.178644  15.562271 ]
 ...
 [19.002104  17.333456  14.082836  ... 15.748149  16.303501  20.659847 ]
 [ 9.970028  21.172783  13.666249  ... 12.393157  16.205093  16.00789  ]
 [20.117962  18.434393  17.812832  ... 20.409199  12.399363  15.446798 ]]"
144,"(100, 30)",50,10.0,0.1,"[[18.28033  23.249031 26.94909  ... 41.03108  41.03108  41.03108 ]
 [17.332653 24.946384 30.161282 ... 46.7347   46.7347   46.7347  ]
 [16.312    31.68516  34.403168 ... 48.576782 48.576782 48.576782]
 ...
 [31.193453 36.272026 40.942337 ... 57.42964  57.42964  57.42964 ]
 [31.11553  36.305412 36.305412 ... 50.934067 50.934067 50.934067]
 [22.21852  31.908476 39.45427  ... 59.330826 59.330826 59.330826]]"
145,"(100, 30)",50,10.0,0.07,"[[18.28033  23.249031 26.94909  ... 48.850506 48.850506 48.850506]
 [18.846008 24.263607 30.69301  ... 46.378654 46.378654 46.378654]
 [16.94883  20.737991 28.040375 ... 53.13501  53.13501  53.13501 ]
 ...
 [31.193453 36.272026 40.942337 ... 56.411274 56.411274 56.411274]
 [31.11553  36.305412 37.621105 ... 50.934067 50.934067 50.934067]
 [22.21852  31.908476 39.45427  ... 49.879967 49.879967 49.879967]]"
146,"(100, 30)",50,10.0,0.03,"[[13.394394 20.43557  27.410336 ... 43.442917 43.442917 43.442917]
 [24.253567 26.545471 32.464073 ... 41.090385 41.090385 41.090385]
 [20.404854 25.474106 28.675905 ... 56.60861  56.60861  56.60861 ]
 ...
 [29.439972 31.057877 36.622883 ... 56.451984 56.451984 56.451984]
 [29.594563 35.566326 39.885147 ... 51.03735  51.03735  51.03735 ]
 [19.3527   28.306082 36.756176 ... 52.939236 52.939236 52.939236]]"
147,"(100, 30)",50,10.0,0.01,"[[11.325224 19.737152 19.737152 ... 51.624382 51.624382 51.624382]
 [24.253567 28.634558 30.395435 ... 51.99366  51.042397 51.042397]
 [16.94883  23.102272 27.040281 ... 67.270355 67.270355 59.687862]
 ...
 [32.32987  38.626457 38.626457 ... 50.566895 50.566895 50.566895]
 [33.63847  33.63847  37.929905 ... 57.975346 57.975346 58.60305 ]
 [19.3527   28.166092 42.660145 ... 49.236534 49.236534 49.177547]]"
148,"(100, 30)",50,1.0,0.1,"[[18.28033  23.249031 26.94909  ... 46.352615 46.352615 46.352615]
 [17.332653 20.705414 23.54369  ... 41.744823 41.744823 41.744823]
 [16.312    31.68516  34.403168 ... 45.318626 45.318626 45.32303 ]
 ...
 [31.193453 36.272026 40.942337 ... 57.42964  57.42964  57.42964 ]
 [35.395535 43.988598 43.988598 ... 54.027718 54.027718 54.027718]
 [22.21852  31.908476 39.45427  ... 49.879967 49.879967 49.879967]]"
149,"(100, 30)",50,1.0,0.07,"[[18.28033  23.249031 26.94909  ... 49.716164 49.716164 49.716164]
 [18.48913  21.160355 27.396076 ... 50.031616 50.031616 50.031616]
 [16.939339 22.389948 33.035698 ... 50.00798  50.00798  50.00798 ]
 ...
 [31.193453 36.272026 40.942337 ... 56.411274 56.411274 56.411274]
 [35.395535 43.988598 45.077698 ... 57.594193 57.594193 57.594193]
 [22.21852  31.908476 39.45427  ... 49.879967 49.879967 49.879967]]"
150,"(100, 30)",50,1.0,0.03,"[[13.394394 21.924015 31.20446  ... 54.22542  54.22542  54.22542 ]
 [24.253567 26.545471 34.615883 ... 50.63909  50.63909  50.63909 ]
 [20.404854 25.474106 28.998188 ... 51.456085 51.456085 51.456085]
 ...
 [26.781239 28.959412 29.450321 ... 52.44739  52.44739  52.44739 ]
 [35.395535 42.40159  42.40159  ... 61.09825  61.09825  61.09825 ]
 [19.3527   29.110586 35.452404 ... 54.766438 54.766438 54.766438]]"
151,"(100, 30)",50,1.0,0.01,"[[11.325224 20.055738 28.377417 ... 55.115944 54.892914 54.892914]
 [24.253567 28.634558 30.395435 ... 54.13655  57.51755  57.51755 ]
 [15.792836 17.882193 27.809692 ... 48.57876  48.57876  44.274464]
 ...
 [28.373547 33.238575 37.44929  ... 51.11125  51.11125  51.11125 ]
 [29.068968 29.498022 33.611206 ... 57.367783 57.367783 57.367783]
 [19.3527   33.873383 33.873383 ... 53.75019  53.75019  53.75019 ]]"
152,"(100, 30)",50,0.1,0.1,"[[11.925742  9.407338 12.79251  ... 51.317196 51.317196 51.317196]
 [16.999159 19.184439 21.286877 ... 56.30562  56.30562  56.30562 ]
 [ 9.286493 26.018726 26.018726 ... 44.027485 44.027485 44.027485]
 ...
 [18.114105 25.300045 27.12641  ... 49.02466  52.999523 49.02466 ]
 [32.09744  32.09744  33.59884  ... 68.184006 68.184006 68.184006]
 [19.745106 30.80597  36.83319  ... 41.969254 42.211933 41.67225 ]]"
153,"(100, 30)",50,0.1,0.07,"[[11.925742 11.925742 17.730997 ... 60.532494 60.532494 60.532494]
 [16.999159 19.184439 20.603464 ... 46.339638 46.339638 46.339638]
 [10.706935 21.041006 28.496635 ... 53.112984 53.112984 51.444508]
 ...
 [18.649052 29.996517 31.955072 ... 56.852535 56.852535 56.852535]
 [32.09744  28.685535 29.719181 ... 48.066803 49.919216 47.09523 ]
 [17.47647  15.953172 20.855495 ... 55.623985 56.809433 55.623985]]"
154,"(100, 30)",50,0.1,0.03,"[[11.925742 11.925742 17.730997 ... 60.022068 60.022068 60.022068]
 [20.516964 20.516964 37.693336 ... 36.186523 38.103233 37.137505]
 [11.611323 21.661293 24.533777 ... 34.15711  32.969887 32.969887]
 ...
 [28.908516 27.729847 31.395039 ... 47.700573 47.700573 47.700573]
 [32.09744  31.237474 40.41272  ... 45.798176 42.07115  42.60292 ]
 [17.47647  23.070763 24.657267 ... 27.668488 34.392143 34.384285]]"
155,"(100, 30)",50,0.1,0.01,"[[11.249637  8.966991 16.634022 ... 38.994415 39.669327 39.669327]
 [21.751312 20.327236 23.516056 ... 35.903458 28.174751 36.198402]
 [14.200025 20.722013 31.14548  ... 32.14782  23.861095 29.260406]
 ...
 [32.512875 30.358461 25.771008 ... 43.8826   42.882423 42.882423]
 [28.685535 29.778543 29.778543 ... 37.497    33.23031  29.258924]
 [17.47647  31.111635 35.765663 ... 28.481405 26.901848 34.32248 ]]"
156,"(100, 30)",50,0.01,0.1,"[[ 7.8229084  9.407338  10.628866  ... 19.12468   17.621777  16.635988 ]
 [16.999159  21.721905  21.721905  ... 18.414742  23.697727  24.258572 ]
 [ 9.4678955 13.562778  15.147889  ... 19.350925  15.746651  20.453049 ]
 ...
 [20.466171  21.552408  25.36713   ... 22.94307   23.337059  23.61058  ]
 [29.068968  28.98514   26.13728   ... 39.926044  36.504135  36.504135 ]
 [19.745106  23.070763  17.291706  ... 25.553234  29.34283   21.796408 ]]"
157,"(100, 30)",50,0.01,0.07,"[[ 7.8229084 11.755908  11.755908  ... 23.107185  27.217876  30.556463 ]
 [16.999159  16.075144  20.603464  ... 21.067442  31.405783  31.405783 ]
 [ 8.840259  14.965265  15.147889  ... 15.5869255 16.07359   12.638199 ]
 ...
 [20.466171  21.552408  25.36713   ... 24.71573   16.058487  16.058487 ]
 [29.068968  28.98514   26.13728   ... 32.71678   29.597927  26.146235 ]
 [17.47647   16.16045   19.377224  ... 28.011898  25.688065  26.04946  ]]"
158,"(100, 30)",50,0.01,0.03,"[[ 7.7821426 12.741663  12.741663  ... 20.26086   26.70824   20.595272 ]
 [20.516964  18.105436  22.582676  ... 34.766052  26.456593  21.769707 ]
 [11.611323  13.344778  15.57028   ... 14.233407  17.242405  18.885542 ]
 ...
 [28.908516  27.009222  27.833782  ... 18.211546  16.72738   18.031296 ]
 [29.068968  28.685535  23.870316  ... 29.430202  28.578587  29.046928 ]
 [17.47647   23.070763  17.606503  ... 26.703587  19.925179  23.523754 ]]"
159,"(100, 30)",50,0.01,0.01,"[[11.249637 12.741663 13.564671 ... 21.985214 21.985214 25.540915]
 [21.751312 18.105436 18.105436 ... 25.638191 15.330417 20.534546]
 [13.104225 10.300788 24.194565 ... 19.635197 26.335918 21.37788 ]
 ...
 [32.512875 28.200426 13.559029 ... 20.569637 18.966734 20.380995]
 [29.068968 28.685535 23.647953 ... 27.865004 23.393911 27.392653]
 [17.47647  19.927036 22.611687 ... 22.108849 24.640417 30.116781]]"
